id,X,Y,pososto,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,AVI,BI,DVI,EVI,IPVI,NDVI,NDWI,RENDVI,RVI,SI,forest_h,aspect,elevation,slope,lai,MAES_Name,land_cover
56722146,26.15324849,41.10840423,92,0.1565375,0.0684125,0.0308375,0.0539375,0.0321375,0.0946125,0.273375,0.3346375,0.344225,0.360675,0.4699255,-1.4314796,0.3120875,0.596901,0.9142965,0.8285931,-0.7287263,0.1148608,10.7188849,0.9609697,19.5,180.2576852,264,7.2535317,2.1477877,Mediterranean coniferous forests,forest
56762142,26.19056092,41.0654711,8,0.1556,0.086975,0.03365,0.05255,0.046675,0.08895,0.171975,0.199325,0.20855,0.21635,0.3180128,-0.7556119,0.161875,0.3275533,0.8172014,0.6344028,-0.5973602,0.0960217,4.5284843,0.9556744,5.75,153.7543793,218.5,17.5401974,1.1732877,Mediterranean coniferous forests,shrubland
56802148,26.25118827,41.1106076,48,0.1896125,0.10615,0.0365125,0.0583875,0.0507,0.1005,0.20835,0.24465,0.271575,0.2724875,0.3844181,-0.7401796,0.220875,0.423951,0.8440915,0.6881831,-0.6478834,0.1318091,5.5260155,0.9514211,4.75,82.9509506,129,3.7450117,1.5220547,Mediterranean coniferous forests,forest
56722148,26.157903,41.12602478,62,0.192075,0.119025,0.04125,0.0625625,0.058225,0.096625,0.18085,0.2080625,0.210875,0.2308,0.3114687,-0.5177149,0.15265,0.3056896,0.7869042,0.5738084,-0.5456916,0.077299,3.8738003,0.9459391,4.5,121.3166542,195.75,7.352195,1.0941849,Mediterranean coniferous forests,forest
56462124,25.79979311,40.96384196,68,0.1142,0.05975,0.020025,0.04025,0.0346,0.073525,0.1616,0.187,0.19775,0.20665,0.3144758,-1.1116038,0.16315,0.324965,0.8509154,0.7018308,-0.661306,0.1000854,5.8472861,0.9683364,11.5,105.1269627,339.25,17.1970074,1.1639234,Mediterranean coniferous forests,forest
56682142,26.09732952,41.08082939,74,0.1904,0.113525,0.041775,0.0644125,0.06115,0.10075,0.1742875,0.19305,0.1997,0.21115,0.2959507,-0.4741022,0.13855,0.2768085,0.7670778,0.5341557,-0.5132993,0.0674759,3.357537,0.9441643,4.5,206.739624,319.5,17.5965276,0.9896933,Mediterranean coniferous forests,shrubland
56782158,26.25129003,41.20254407,54,0.1260375,0.06545,0.0294625,0.04665,0.03525,0.07375,0.166875,0.1997875,0.2137375,0.219,0.3324472,-1.1040819,0.1784875,0.3703481,0.8578826,0.7157653,-0.6407996,0.1228779,6.1422743,0.9628522,7.5,26.5213509,148,1.2348599,1.3281194,Mediterranean coniferous forests,forest
55642074,24.73716746,40.67077372,30,0.187875,0.11335,0.040025,0.06275,0.053375,0.1006,0.19485,0.224975,0.23055,0.249175,0.3380418,-0.6136283,0.177175,0.354138,0.8130436,0.6260873,-0.5734962,0.0836332,4.4472461,0.9479039,4,104.8543739,467.75,34.4394717,1.2694713,Mediterranean coniferous forests,forest
56022138,25.31780862,41.1688628,54,0.1272125,0.06555,0.025025,0.044725,0.0354,0.0731125,0.19875,0.239075,0.24865,0.260975,0.3711082,-1.2659398,0.21325,0.419411,0.8760597,0.7521195,-0.6952481,0.1114934,7.4680446,0.9649127,10.5,243.2070618,342.25,8.5623334,1.5056291,Mediterranean coniferous forests,forest
55642070,24.72878072,40.63535573,54,0.21675,0.154325,0.051825,0.070225,0.069575,0.107275,0.16265,0.1826,0.18945,0.20395,0.2762524,-0.3199652,0.119875,0.2460725,0.7333594,0.4667188,-0.4611273,0.0759121,2.7985501,0.936085,6,256.0796852,559.75,15.4679945,0.8784903,Mediterranean coniferous forests,forest
56682130,26.06959453,40.97506954,40,0.1855625,0.1204625,0.045425,0.068125,0.0605875,0.1261375,0.2099,0.2376625,0.240875,0.2578375,0.3433453,-0.631936,0.1802875,0.3577976,0.8107421,0.6214842,-0.5737947,0.0668579,4.8450379,0.9418973,5.25,214.3518219,253.75,7.2178706,1.2827118,Mediterranean coniferous forests,forest
56782142,26.21386249,41.06161788,28,0.2193375,0.134825,0.054575,0.077275,0.0878875,0.1225375,0.1821,0.2053875,0.226975,0.2316,0.3060461,-0.338247,0.1390875,0.2599923,0.7242185,0.4484369,-0.4952569,0.1099788,2.6969258,0.9266373,0,192.4643707,104,5.6805892,0.9288523,Mediterranean coniferous forests,forest
56702136,26.10673912,41.02412478,6,0.1856625,0.1072375,0.0389875,0.05905,0.055225,0.1003125,0.1996875,0.2313125,0.233075,0.2509,0.3385329,-0.6433031,0.17785,0.3511689,0.8064203,0.6128405,-0.5920033,0.0756974,4.5701605,0.9488628,6,7.8861616,214.5,13.3439322,1.2587291,Mediterranean coniferous forests,shrubland
56702138,26.11136955,41.04174984,36,0.157875,0.088975,0.0322,0.0515125,0.0444,0.084075,0.17505,0.201925,0.207075,0.2208,0.3177381,-0.7449057,0.162675,0.330723,0.8234368,0.6468735,-0.6007625,0.0830771,4.9359217,0.9572593,5.5,125.5353909,179,14.4266285,1.1847559,Mediterranean coniferous forests,mixed
55342100,24.44212955,40.95309864,20,0.129375,0.062875,0.028875,0.04815,0.03465,0.082025,0.18755,0.219475,0.228,0.240975,0.3489045,-1.1536316,0.19335,0.3961202,0.8674234,0.7348469,-0.6510795,0.0967446,6.618155,0.9627392,11,286.1189041,104.5,26.4122376,1.4213628,Mediterranean coniferous forests,mixed
56822148,26.27450326,41.10673965,64,0.1529375,0.0861,0.03115,0.0519625,0.04045,0.091525,0.1774,0.2073875,0.21355,0.2264,0.3285484,-0.8349473,0.1731,0.353966,0.8408924,0.6817848,-0.6086946,0.0925112,5.2991631,0.9587743,4,172.7846069,144.75,16.6518049,1.2688492,Mediterranean coniferous forests,forest
55662078,24.7688052,40.70268035,40,0.199175,0.1211625,0.0411375,0.064925,0.0616125,0.11475,0.210475,0.2444375,0.25355,0.2704625,0.3573709,-0.5764951,0.1919375,0.3652921,0.8048245,0.609649,-0.5921506,0.0927429,4.1623577,0.9440466,4,114.7068481,212.5,16.6884627,1.3098267,Mediterranean coniferous forests,forest
55302100,24.39544207,40.95996095,94,0.162175,0.073075,0.029375,0.05475,0.034675,0.09885,0.26425,0.314725,0.32855,0.343,0.453303,-1.2636224,0.293875,0.5580068,0.9043288,0.8086577,-0.714092,0.1083334,9.5401211,0.9603369,8.5,273.7008896,338,17.583415,2.0070687,Mediterranean coniferous forests,shrubland
52721698,20.75133971,37.75768998,22,0.2953,0.199475,0.08865,0.119975,0.141475,0.1797875,0.2407375,0.26525,0.277675,0.2971375,0.3183773,-0.0463436,0.1362,0.2366876,0.6651704,0.3303409,-0.3970016,0.0710307,2.0108648,0.8829763,3,273.713623,495.25,5.9029737,0.8445357,Mediterranean coniferous forests,shrubland
57261946,26.31804528,39.24066951,44,0.2214125,0.1457375,0.0342625,0.0585125,0.0609375,0.1132125,0.169625,0.189475,0.200475,0.21395,0.2969106,-0.322614,0.1395375,0.2668214,0.7686729,0.5373458,-0.5486685,0.0831374,3.4741619,0.9486813,1.5,288.8787842,177.5,1.3558624,0.9535599,Mediterranean coniferous forests,shrubland
58021792,26.82722375,37.73215776,64,0.1532625,0.0734625,0.0124375,0.04065,0.0241,0.0845875,0.25635,0.3112625,0.30845,0.3325625,0.4398508,-1.3201348,0.28435,0.5215354,0.9254986,0.8509972,-0.7640742,0.0901551,13.6554561,0.9742,7,127.0276413,693,15.06216,1.8751151,Mediterranean coniferous forests,mixed
